ORGID,x,y,k
D041298,116.168132,39.935453,3
D046957,116.206882,39.980518,5
D046965,116.118067,40.105607,3
D046982,116.427939,40.041779,4
D046998,115.715395,39.570854,3
D047065,116.381269,39.904059,0
D047068,116.381269,39.904059,0
D047071,116.381269,39.904059,0
D047094,116.467554,39.871642,7
D047120,116.715266,39.882347,14
D047165,116.654561,40.130346,14
D047167,116.154752,39.748515,3
D049628,116.36547,39.969813,12
D049675,116.233852,40.218559,10
D070227,116.206882,39.980518,5
D070250,116.418172,39.897922,8
D070252,116.415783,39.909663,8
D070273,116.367551,39.941209,11
D070287,116.58426,39.919798,2
D070364,116.346032,40.034061,6
D070370,116.406954,40.004845,12
D070376,116.328477,40.061504,6
D070410,116.444505,39.804954,7
D070436,116.449918,39.940186,8
D070441,116.322578,39.889315,9
D070466,116.408961,39.864433,0
D070521,116.347152,39.891966,9
D070535,116.683399,39.888337,14
D070560,116.358636,39.937533,11
D070583,116.406818,39.838057,0
D070592,116.332369,39.992111,6
D070603,116.217519,39.899905,3
D070607,116.463634,39.860504,7
D070637,116.652967,39.921426,14
D070648,116.42496,39.866049,8
D070684,116.226811,40.219418,10
D070709,116.64184,39.891874,2
D071180,116.10798,39.935751,3
D071196,116.369426,40.036322,12
D071283,116.421534,39.783154,0
D071334,116.388087,39.886467,0
D071381,116.42964,40.07695,4
D075558,116.284582,39.956792,1
D075650,116.701298,40.099751,14
D075667,116.486455,39.970012,13
D075703,116.707709,40.041423,14
D075755,116.338836,39.944024,6
D081954,116.419252,39.895863,8
D084369,116.140342,39.722909,3
D084384,116.464281,39.889011,7
D084385,116.442234,39.895666,8
D084401,116.663279,39.877686,14
D084402,116.300778,39.833499,9
D084403,116.365356,39.837367,9
D084404,116.302237,39.901741,1
D084407,116.313587,39.881893,1
D084411,116.264438,39.916663,5
D087161,116.342463,39.966641,6
D087162,116.474443,39.894073,7
D089077,116.131383,40.236287,10
D089080,116.831515,40.377934,14
D089086,116.469337,39.922377,7
D089093,116.558569,40.187101,13
D089126,116.44744,39.875782,8
D089137,116.472433,39.87969,7
D089139,116.465213,39.929123,7
D089140,116.405322,39.941014,12
D089144,116.522791,39.843552,2
D089168,116.438789,39.86811,8
D089169,116.373819,39.882189,0
D089179,116.274261,39.960411,1
D089185,116.433467,39.845461,8
D089186,116.644705,39.891577,14
D089189,116.353587,39.903572,11
D100036,116.484489,39.915143,7
D103340,115.983212,39.709775,3
D103352,116.153839,39.640348,3
D103453,116.832633,40.156749,14
D103504,116.331223,40.078307,10
D103507,116.249185,40.21271,10
D103516,116.481156,39.927863,13
D103544,116.668877,39.906588,14
D105072,116.324522,39.928301,1
D106997,116.475043,39.893829,7
D144168,116.262282,40.052044,10
D144171,116.3897,39.890101,0
D144204,116.433226,39.898889,8
D144238,116.341226,39.883521,9
D145689,116.500006,40.062743,13
D146558,116.396276,39.895864,0
D147050,116.393619,39.97522,12
D147054,116.439892,40.068256,4
D147057,116.455655,39.881825,7
D147823,116.597263,39.834802,2
D147856,116.444615,39.859509,8
D147872,116.415781,39.899131,8
D152229,116.480361,39.978931,13
D152230,116.500126,39.964696,13
D152238,116.431985,39.985442,4
D152243,116.233014,40.223777,10
D152774,116.560168,39.903643,2
D153228,116.458861,39.996702,4
D161910,116.486701,39.984919,13
D161915,116.347826,39.877731,9
D161916,116.37286,39.93181,11
D162908,116.449114,39.922649,8
D169586,116.442292,39.885557,8
D170179,116.367182,39.929291,11
D170383,116.436516,39.812896,8
D170388,116.665802,39.886688,14
D170389,116.690999,39.890701,14
D170391,116.681452,39.893573,14
D171583,116.587341,39.919675,2
D171678,116.282757,39.999192,10
D171703,116.33701,39.887164,9
D172849,116.328305,39.893049,9
D172853,116.288415,40.097012,10
D172870,116.363679,39.886262,0
D172873,116.408362,40.008052,12
D173891,116.329989,39.964534,6
D173896,116.701781,39.85353,14
D173901,116.50299,39.977732,13
D174743,116.286134,39.957329,1
D174807,116.347856,40.024549,6
D175783,116.462658,39.896785,7
D175790,116.329441,39.942575,6
D180891,116.227251,40.222792,10
D184199,116.48724,39.960318,13
D184213,116.271054,39.953705,1
D184505,116.351052,39.919869,11
D184506,116.34222,39.966464,6
D198526,116.55567,40.010081,2
D200896,116.511074,39.764143,2
D201121,116.418407,39.862005,8
D201133,116.288891,39.779164,9
D201248,116.469764,39.991915,13
D201270,116.396276,39.895864,0
D201307,116.433741,39.983904,4
D201354,116.33489,40.034096,6
D201365,116.436675,40.029514,4
D201387,116.31092,39.935774,1
D201403,116.502439,39.920883,13
D201456,116.243227,40.048655,10
D201457,116.418305,39.869921,8
D201468,116.47156,39.900318,7
D201485,116.438387,39.959828,4
D201510,116.341157,40.084065,10
D201564,116.505993,39.934884,13
D201624,116.294974,40.030715,10
D201679,116.226021,40.199665,10
D201694,116.292713,39.835077,9
D201701,116.450393,39.966732,4
D201717,116.507818,39.957818,13
D201731,117.100302,40.134084,14
D201762,116.322681,39.89779,1
D201819,116.50848,39.910766,13
D201892,115.980863,39.702639,3
D202016,116.296537,39.833542,9
D202053,116.310882,39.903536,1
D202149,116.396276,39.895864,0
D202152,116.316688,40.057338,10
D202205,116.534479,39.962354,2
D202240,116.503555,39.803792,7
D202313,115.985269,39.687477,3
D202359,116.313089,39.981402,6
D202427,115.993215,39.697625,3
D202459,116.298481,39.968189,1
D202543,116.269236,39.677331,3
D202574,116.355941,40.063327,12
D202743,116.558569,40.187101,13
D202766,116.432984,40.03935,4
D202835,116.582004,39.930061,2
D202865,116.550264,40.087547,2
D202918,116.420975,39.996557,4
D202936,116.499444,39.959464,13
D202958,116.370557,40.033885,12
D202973,116.445393,39.869947,8
D203294,116.413646,40.052102,4
D203427,116.324583,39.902931,1
D203569,116.506095,40.008663,13
D203823,116.507648,39.801376,2
D224682,116.52888,40.009631,13
D224690,116.284051,39.88993,1
D262253,116.095057,39.939632,3
D262254,116.436572,39.971424,4
D262261,116.373489,39.93507,11
D262263,116.39189,39.865461,0
D262264,116.361158,39.957748,11
D264443,116.327582,39.84878,9
D267114,116.422244,39.883694,8
D267142,116.422244,39.883694,8
D267284,116.47126,39.911389,7
D267342,116.57905,40.063636,2
D267462,116.64296,40.134361,14
D267613,116.632194,40.318821,14
D273769,116.473167,39.867577,7
D274731,116.433226,39.898889,8
D274732,116.377811,39.791757,9
D274736,116.403528,39.962321,12
D274738,116.466485,39.995196,13
D274740,116.584494,39.914089,2
D274741,116.287561,39.95441,1
D274742,116.451513,39.948156,8
D274747,116.528077,40.023598,13
D274748,116.49389,39.923652,13
D274750,116.651495,40.127739,14
D274754,116.414074,40.07075,4
D274757,116.347449,39.944513,11
D274758,116.597029,39.926074,2
D274760,116.436011,39.971288,4
D274765,116.452433,39.916387,8
D274767,116.444736,39.934856,8
D274769,116.309991,40.066173,10
D276733,116.417404,39.993788,4
D276738,116.469655,39.892535,7
D278266,116.377811,39.791757,9
D278267,116.324583,39.902931,1
D278270,116.377811,39.791757,9
D280076,116.67314,39.889051,14
D280078,116.556689,39.753529,2
D280083,116.370986,39.835757,0
D280084,116.381264,40.00867,12
D282029,116.542209,40.063236,13
D282115,116.463928,40.020927,4
D303589,116.605357,39.916816,2
D303596,116.472306,39.88412,7
D303598,116.25338,40.296926,10
D303617,116.654561,40.130346,14
D303623,116.325437,39.899749,1
D303633,116.557871,39.920135,2
D337565,116.255112,39.905855,5
D337567,116.385875,39.857376,0
D337577,116.51257,39.916581,13
D337592,116.624111,39.905437,2
D337600,116.192322,39.914942,3
D337611,116.659593,39.906814,14
D337613,116.136664,39.733243,3
D337623,116.32429,40.202638,10
D337672,116.424903,39.924664,8
D337673,116.426664,40.037269,4
D337681,116.277427,39.957132,1
D337687,116.266766,40.222182,10
D337694,116.12519,39.727333,3
D337699,116.472673,39.914492,7
D340328,115.993511,40.464938,10
D340350,116.52074,40.125085,13
D340354,116.083569,39.721912,3
D340360,116.306255,39.923671,1
D344090,116.417409,40.074712,4
D344098,116.31371,40.04995,10
D344111,116.417267,39.817716,0
D344139,116.32531,39.969718,6
D344205,116.369031,40.003424,12
D344211,116.52714,40.011084,13
D346189,116.164966,39.929957,3
D346210,116.318279,40.075304,10
D346218,116.408355,39.855093,0
D348441,116.334383,39.995077,6
D348442,116.49264,39.90045,7
D348445,116.334383,39.995077,6
D348447,116.334383,39.995077,6
D354944,116.410299,40.058429,4
D354946,116.328362,40.070001,10
D354951,116.352025,39.736707,9
D354967,116.20811,39.991358,5
D354974,116.418166,39.786604,0
D354975,116.343011,39.737859,9
D355045,116.306691,39.891333,1
D355125,116.344653,39.92426,11
D355129,116.33744,39.949521,6
D355766,116.321822,39.973246,6
D356035,116.410074,39.913601,0
D356795,116.61927,40.129306,14
D356871,116.160057,39.930834,3
D356875,116.377811,39.791757,9
D356883,116.111774,39.932409,3
D356893,116.344653,39.92426,11
D356999,116.400994,39.933301,12
D357287,116.392893,39.940783,12
D357667,116.338889,39.79272,9
D359053,116.610718,39.923649,2
DM0011176,116.455215,39.96742,4
DM0012254,116.32025,39.686588,9
DM0148680,116.534403,39.96509,2
DM0278710,116.534408,39.964103,2
DM0342418,116.348282,39.872267,9
DM0387865,116.317793,39.974104,6
DM0391357,116.22685,39.905888,5
DM0440421,116.295243,39.832409,9
DM0470242,116.465214,39.892645,7
DM0470247,116.382202,39.883451,0
DM0501593,116.40559,39.958281,12
DM0501604,116.305492,39.866131,1
DM0530917,116.31428,39.752833,9
DM0578060,116.463824,40.013027,13
DM0584909,116.196306,39.915414,3
DM0585563,116.324486,39.90296,1
DM0586129,116.252172,39.976226,10
W219987,116.306445,39.967287,1
W704277,116.287149,39.858426,1
W704306,116.688248,39.931244,14
W704683,116.234214,40.225232,10
W705490,116.289984,39.841077,1
W705501,116.206336,39.896271,3
W705505,116.372777,39.839818,0
W705506,116.38864,39.879421,0
W705523,116.298851,40.154032,10
W705538,116.230793,40.210746,10
W705539,116.367513,40.075027,12
W705543,116.444794,40.117708,4
W705565,116.302861,40.074505,10
W705579,116.176002,39.820594,3
W705604,116.44174,39.955352,4
C700700,116.356568,39.993711,12
D017371,116.478433,39.923301,7
D017424,116.604475,39.898726,2
D017519,116.33756,39.753607,9
D017531,116.473055,39.926974,7
D017559,116.513735,39.868098,2
D017570,116.356775,39.983169,12
D017573,116.367676,39.888672,0
D017591,116.466817,39.931424,7
D017592,116.469089,39.995737,13
D017607,116.595083,39.909721,2
D017649,116.367086,39.909644,0
D017658,116.324934,39.73629,9
D017661,116.361318,39.868197,0
D017662,116.417007,39.981527,4
D036246,116.699707,40.13287,14
D036252,116.638489,40.129698,14
D036273,116.678356,39.903404,14
D036285,116.280257,39.953039,1
D036289,116.440657,39.950388,8
D036465,116.302393,39.993558,6
D036467,116.365914,39.932168,11
D036483,116.39189,39.865461,0
D036512,116.367551,39.941209,11
D036519,116.535871,39.939522,2
D036522,116.37286,39.93181,11
D036538,116.37286,39.93181,11
D036562,116.352949,40.004667,12
D036565,116.430284,39.940646,8
D036567,116.343518,40.0595,6
D036568,116.305583,39.981536,1
D036580,116.31764,40.034163,6
D036583,116.451416,39.960934,4
D036619,116.336149,39.897891,9
D036642,115.964171,39.722174,3
D036657,116.631816,40.311953,14
D036692,116.206882,39.980518,5
D036717,116.401576,39.973292,12
D036729,116.472448,39.873661,7
D037423,116.656344,39.899798,14
D037441,116.65653,40.133617,14
D037640,116.366202,39.939669,11
D037648,116.314608,39.974542,6
D037661,116.366202,39.939669,11
D037668,116.309736,39.922435,1
D037672,116.417397,39.932056,8
D037679,116.381269,39.904059,0
D037695,116.410797,39.917286,0
D037744,116.206882,39.980518,5
D037745,116.367551,39.941209,11
D037746,116.206882,39.980518,5
D037747,116.381799,39.962562,12
D037748,116.39189,39.865461,0
D037779,116.365687,39.834761,9
D037862,116.402844,39.925537,0
D037876,116.426621,39.925112,8
D037913,116.420008,39.941118,8
D037914,116.367551,39.941209,11
D040925,116.367551,39.941209,11
D040953,116.414312,40.066454,4
D040969,116.420845,40.06277,4
D040974,116.436999,40.069804,4
D041017,116.367579,39.914309,0
D041077,116.206882,39.980518,5
D041096,116.535871,39.939522,2
D041103,116.206882,39.980518,5
D041113,116.374242,39.913319,0
D041119,116.415051,39.846053,0
D041120,116.399072,39.951355,12
D041153,116.206882,39.980518,5
D041185,116.417561,39.927478,8
D041210,116.280257,39.953039,1
D041212,116.439492,40.087568,4
D041284,116.39189,39.865461,0
D041289,116.367551,39.941209,11
D041291,116.206882,39.980518,5
D041296,116.427622,39.905992,8
D041312,116.206882,39.980518,5
D046932,116.68107,39.865632,14
D046950,116.367551,39.941209,11
D046953,116.367551,39.941209,11
D046975,116.055574,39.734295,3
D046983,116.466659,39.996869,13
D046988,116.206882,39.980518,5
D047039,116.64483,39.885384,2
D047082,116.414926,39.839349,0
D047085,116.385894,39.889229,0
D047086,116.451079,39.909075,8
D047087,116.495031,39.799652,7
D047095,116.333228,39.927223,6
D047109,116.51492,39.910672,13
D047121,116.71722,40.040449,14
D047169,116.206882,39.980518,5
D049638,116.656956,39.894227,14
D070228,116.206882,39.980518,5
D070229,116.206882,39.980518,5
D070230,116.206882,39.980518,5
D070256,116.420827,39.875427,8
D070272,116.650999,40.129349,14
D070286,116.410143,39.899451,0
D070379,116.289212,39.782652,9
D070412,116.301208,39.942678,1
D070432,116.31633,39.885615,1
D070447,116.32019,39.767735,9
D070496,116.627953,39.98935,14
D070498,116.354898,39.922753,11
D070499,116.385197,39.884114,0
D070534,116.393731,39.946309,12
D070538,116.312168,39.9288,1
D070561,116.344694,39.937185,11
D070599,116.660563,40.21332,14
D070602,116.320726,39.886295,9
D070629,116.376959,39.840003,0
D070633,116.358092,39.979285,12
D070673,116.496368,39.916258,13
D071231,116.379917,39.980154,12
D071233,116.282829,39.786077,3
D071294,116.123222,40.127352,3
D071297,116.287718,39.837482,1
D071310,116.565576,40.0622,2
D071400,116.31867,39.84789,9
D072256,116.503937,39.92337,13
D075575,116.494264,39.853493,7
D075723,116.666313,39.882937,14
D075730,116.473364,40.007412,13
D081922,116.869705,40.386207,14
D081946,116.273573,39.900998,1
D084387,116.239842,40.223576,10
D084388,116.391475,40.176871,10
D084391,116.6828,39.896374,14
D089103,116.141127,39.724331,3
D089120,116.431687,40.069459,4
D089153,116.363557,39.883542,0
D089162,116.4218,39.896979,8
D100031,116.463477,40.001468,13
D103377,116.143384,39.927729,3
D103398,116.285583,39.781843,9
D103401,116.35069,39.845676,9
D103497,116.637833,40.325644,14
D103559,116.402214,39.8911,0
D106305,116.14487,39.732464,3
D106764,116.371664,39.954098,12
D106766,116.462427,40.008984,4
D106995,116.337047,39.990507,6
D144133,116.576546,39.896957,2
D144148,116.40337,40.046977,12
D144177,116.280862,39.958042,1
D144208,116.424392,39.89922,8
D144229,116.343107,39.893381,9
D144236,116.290636,39.844251,1
D145136,116.43617,40.037083,4
D145137,116.415479,40.030245,4
D145143,116.497891,39.851249,7
D145683,116.587413,39.924731,2
D146556,116.33935,39.964569,6
D146562,116.25434,39.921594,5
D146569,116.324189,39.92432,1
D147027,116.267597,39.889777,1
D147037,116.425991,39.920874,8
D147040,116.443102,39.904506,8
D147044,116.499837,39.873105,7
D147046,116.461563,39.862608,7
D147053,116.416417,40.074611,4
D147815,116.530691,39.937135,2
D147818,116.587265,39.931311,2
D147847,116.234143,40.209859,10
D147849,116.410037,39.858756,0
D147865,116.681185,39.864355,14
D147870,116.488347,39.91891,13
D150216,116.309132,39.850596,9
D152228,116.478148,39.998926,13
D152236,116.433226,39.898889,8
D152242,116.430536,39.995305,4
D162907,116.422244,39.883694,8
D162921,116.370389,39.83721,0
D169584,116.267626,39.852209,3
D170182,116.560168,39.903643,2
D170387,116.647861,39.873193,14
D171677,116.441183,39.857238,8
D171681,116.366202,39.939669,11
D171682,116.482321,39.986537,13
D171690,116.369095,40.016142,12
D171702,116.180478,39.804061,3
D172689,116.490793,39.801282,7
D172862,116.354834,40.009199,12
D172865,116.308931,39.848278,9
D174799,116.49545,39.961838,13
D174800,116.468296,40.010679,13
D184195,116.41905,40.046787,4
D184196,116.696906,40.105852,14
D184203,116.472289,39.900164,7
D184206,116.521634,39.913886,2
D184504,116.339011,39.92855,11
D184513,116.449759,39.891161,8
D184823,116.547295,40.066907,2
D198527,116.57293,39.923613,2
D200803,116.424671,39.995063,4
D200865,116.247831,40.037025,10
D200913,116.357226,40.03774,12
D200989,116.37908,39.960421,12
D201038,116.593923,40.212066,14
D201061,116.473678,39.884937,7
D201067,116.474992,39.842259,7
D201142,116.463824,40.013027,4
D201253,116.581962,39.84727,2
D201254,116.366202,39.939669,11
D201290,116.439366,39.849482,8
D201364,116.630443,39.972792,14
D201371,116.343154,39.885643,9
D201412,116.257029,39.947452,5
D201462,116.49825,39.791431,7
D201522,116.254301,40.041189,10
D201664,116.603708,39.996749,2
D201711,116.440962,39.905839,8
D201824,116.41772,39.964559,4
D201830,116.463824,40.013027,13
D201865,116.343794,39.735199,9
D202014,116.310455,39.855782,9
D202079,116.295257,39.973063,1
D202219,116.574875,40.065732,2
D202334,116.708681,40.055578,14
D202335,116.65167,40.14023,14
D202390,116.243702,40.220492,10
D202503,116.49225,39.97175,13
D202745,116.431847,39.926646,8
D202775,116.591087,39.893978,2
D202859,116.301599,39.926989,1
D203067,116.231078,39.890884,3
D203082,116.341191,39.866472,9
D203402,116.387041,39.848344,0
D203421,116.146693,40.137689,10
D203595,116.285069,40.033642,10
D262255,116.278532,39.928906,1
D264441,116.482393,39.923193,7
D267074,116.032089,39.57703,3
D267274,116.382698,39.967741,12
D267317,116.373986,39.902471,0
D267331,116.419343,39.985918,4
D267406,116.950344,40.151084,14
D267413,116.857834,40.231969,14
D267521,116.788006,40.098598,14
D267607,116.387377,39.840948,0
D267654,116.371025,39.961592,12
D273754,116.085926,39.94581,3
D273768,116.34812,39.731747,9
D274734,116.431583,39.809885,8
D274735,116.473597,39.930874,13
D274739,116.353568,40.000423,12
D274746,116.630976,40.12919,14
D276732,116.413451,39.925049,8
D276735,116.463824,40.013027,13
D276737,116.516859,39.92918,13
D276742,116.450623,39.927361,8
D276746,116.463824,40.013027,13
D276757,116.471759,39.909368,7
D276758,116.334383,39.995077,6
D278273,116.551541,39.975313,2
D278282,116.325599,39.789392,9
D280081,116.425632,39.935935,8
D280082,116.501443,39.805081,7
D282023,116.396276,39.895864,0
D282024,117.111402,40.156253,14
D282031,116.136331,39.725012,3
D282033,116.110028,39.911046,3
D282039,116.616356,39.925351,2
D282114,116.138203,40.10538,10
D282118,116.367551,39.941209,11
D282121,116.463824,40.013027,4
D303565,116.14678,40.137683,10
D303581,116.229525,40.229292,10
D303622,116.433039,40.051426,4
D303627,116.161973,39.756233,3
D303634,116.410299,40.058429,4
D303635,116.336327,39.749854,9
D337540,116.280991,39.871029,1
D337543,116.300798,40.15317,10
D337555,116.408305,39.972427,12
D337558,116.666085,39.653164,2
D337572,116.501624,40.009251,13
D337573,116.330648,39.766194,9
D337581,116.241217,40.213191,10
D337584,116.42876,39.851763,8
D337605,116.488173,39.893753,7
D337607,116.337937,39.895477,9
D337612,116.37382,40.001441,12
D337621,116.220237,40.222164,10
D337666,116.432246,39.968363,4
D337674,116.340559,39.792123,9
D337688,116.377811,39.791757,9
D337689,116.377811,39.791757,9
D337697,116.435044,39.993425,4
D337727,116.366202,39.939669,11
D337738,116.467346,39.989519,13
D337740,116.335446,40.0755,10
D340335,116.276606,39.931682,1
D340348,116.136081,39.730223,3
D344030,116.244011,39.656043,3
D344068,116.430946,39.840435,8
D344096,116.39514,39.851026,0
D344100,116.283624,39.820812,9
D344115,116.317788,39.901126,1
D344149,116.292975,39.92147,1
D344153,116.291545,39.996891,10
D344160,116.42205,39.863997,8
D344164,116.655473,40.113597,14
D346212,116.143267,39.749145,3
D348436,116.315464,39.966399,6
D348443,116.436155,39.861736,8
D348446,116.389551,39.840195,0
D354941,116.31433,39.746572,9
D354943,116.320306,39.880034,9
D354947,116.369649,39.988468,12
D354948,116.581116,39.998842,2
D354955,116.271411,39.929303,1
D354958,116.185249,39.913263,3
D354961,116.445382,40.032145,4
D354963,116.325815,39.75737,9
D355059,116.294415,39.854213,1
D355121,116.502974,39.962875,13
D355126,116.282926,39.916685,1
D355131,116.404268,39.96225,12
D355968,116.431099,39.924177,8
D356143,116.66646,39.877789,14
D356797,116.415465,39.985866,4
D356873,116.303759,39.833175,9
D356998,116.210788,39.753108,3
D357002,116.310325,40.02957,10
D357666,116.476967,39.873315,7
D357669,116.307357,39.791988,9
D359054,116.359636,39.846201,9
D359055,116.238767,39.897651,5
DM0011252,116.446772,39.965206,4
DM0012255,116.2133,39.763236,3
DM0470236,116.404268,39.96225,12
DM0470237,116.558333,39.731714,2
DM0470250,116.478054,39.990141,13
DM0470253,116.471401,39.979198,13
DM0470255,116.562309,39.78751,2
DM0578057,116.160064,39.930851,3
DM0578059,116.318591,39.972078,6
DM0578061,116.324486,39.90296,1
DM0584908,116.238692,39.903738,5
H014078,116.228194,39.89937,5
W219992,116.538362,39.859406,2
W704274,116.415116,40.057229,4
W704276,116.446388,39.967486,4
W704398,116.360737,40.081147,12
W705486,116.30875,40.052239,10
W705489,116.268404,40.02013,10
W705502,116.542489,40.035469,2
W705509,116.59926,39.928599,2
W705542,116.233541,39.955542,5
W705549,116.240468,40.210582,10
W705553,116.252456,40.208056,10
W705571,116.657611,39.910579,14
W705590,116.215155,39.758741,3
W705601,115.961755,39.616562,3
W705602,116.333642,39.753663,9
W708763,116.332954,39.756799,9
D036527,116.496271,39.930188,13
DM0593740,116.398176,39.974235,12
D202119,116.212001,40.122438,10
DM0476020,116.379164,39.864096,0
DM0583308,116.43462,39.88408,8
DM0538582,116.322479,39.897678,1
D041317,116.206882,39.980518,5
D171688,116.206882,39.980518,5
D037886,116.423714,39.957256,4
DM0470245,116.524605,39.916462,2
D144146,116.665105,40.130631,14
DM0555882,116.396276,39.895864,0
DM0583310,116.43462,39.88408,8
DM0011984,116.4686,39.893687,7
DM0551191,116.317793,39.974104,6
DM0556855,116.579594,39.957678,2
D105044,116.370931,39.846454,0
DM0355737,116.610573,39.891188,2
D103323,116.563983,40.337988,13
DM0581517,116.424671,39.995063,4
DM0538436,116.602322,39.890828,2
DM0511073,116.835341,40.35573,14
DM0483970,116.431212,40.000781,4
DM0269293,116.37286,39.93181,11
DM0590700,116.485655,39.998749,13
DM0355741,116.610573,39.891188,2
D200919,116.239234,40.210751,10
DM0462126,116.252422,39.923314,5
DM0583312,116.43462,39.88408,8
DM0583311,116.43462,39.88408,8
D036255,116.305877,39.908297,1
DM0389433,116.317009,39.985908,6
DM0398804,116.37621,39.985371,12
DM0556844,116.437082,39.954799,4
D041318,116.206882,39.980518,5
D171680,116.449782,39.909585,8
D089159,116.654859,39.87596,14
DM0583309,116.43462,39.88408,8
DM0583307,116.43462,39.88408,8
D202912,116.19908,40.147222,10
D278293,116.24685,40.03702,10
D172847,116.396276,39.895864,0
D201948,116.301086,40.001602,10
DM0583313,116.475784,39.86113,7
DM0583334,116.43462,39.88408,8
DM0388796,116.299822,39.891369,1
D201556,116.342744,39.913757,9
DM0520480,116.270251,39.960643,10
D278294,116.37493,39.843255,0
D263839,116.224844,39.906456,5
DM0011900,116.24685,40.03702,10
D201459,116.201265,39.829317,3
DM0508879,116.286134,39.957329,1
D041242,116.206882,39.980518,5
DM0390483,116.26626,40.135417,10
DM0356867,116.295243,39.832409,9
D147043,116.506674,39.838905,2
DM0484404,116.404268,39.96225,12
DM0484405,116.319424,39.681134,9
DM0484406,117.010527,40.059264,14
DM0356865,116.424832,39.99647,4
DM0484409,116.404268,39.96225,12
DM0484407,116.137728,39.745165,3
DM0484408,116.404268,39.96225,12
DM0484410,116.323165,39.763784,9
DM0011902,116.24685,40.03702,10
D100034,116.35051,40.035929,6
DM0389116,116.404268,39.96225,12
D087159,116.475043,39.893829,7
D337617,116.31088,39.99281,6
D172860,116.366236,39.854574,0
DM0012141,116.404268,39.96225,12
DM0398840,116.404268,39.96225,12
DM0485280,116.196306,39.915414,3
DM0356876,116.318591,39.972078,6
D201474,116.36881,39.83291,0
DM0356864,116.564956,39.918618,2
DM0461884,116.286911,39.827188,9
DM0440344,116.48274,39.884519,7
DM0440350,116.318591,39.972078,6
DM0440356,116.318591,39.972078,6
DM0356878,116.318591,39.972078,6
DM0012125,116.404268,39.96225,12
DM0011278,116.348189,40.028424,6
DM0398839,116.608694,40.113507,14
D036570,116.367551,39.941209,11
D041323,116.206882,39.980518,5
D278292,116.315558,40.035616,6
DM0356873,116.318591,39.972078,6
DM0012153,116.092378,39.716163,3
D046964,116.206882,39.980518,5
D147051,116.636599,40.30949,14
D040905,116.34349,39.957781,6
D274762,116.51333,39.86213,2
D041070,116.367551,39.941209,11
DM0440427,116.318591,39.972078,6
DM0440428,116.654791,40.125925,14
DM0460097,116.498336,39.809399,7
DM0440444,116.318591,39.972078,6
D036514,116.215342,40.096794,10
D040880,116.283808,39.907847,1
D264188,116.424671,39.995063,4
DM0012116,116.254301,39.859792,3
DM0440494,116.318591,39.972078,6
D276729,116.467149,39.95695,13
D201126,116.755982,39.838102,14
DM0440527,116.335624,40.075469,10
DM0476016,116.404268,39.96225,12
DM0476017,116.254754,39.859186,3
DM0356868,116.198409,39.923204,3
DM0447936,116.424671,39.995063,4
DM0447937,116.424671,39.995063,4
DM0447941,116.331535,39.966777,6
D337729,116.366202,39.939669,11
DM0447948,116.318599,40.016925,6
DM0447952,116.367551,39.941209,11
DM0447953,116.367551,39.941209,11
DM0447956,116.396276,39.895864,0
D356946,115.991556,39.650228,3
DM0449559,116.401209,39.951652,12
DM0450858,116.367551,39.941209,11
DM0466695,116.371664,39.954098,12
DM0498498,116.367551,39.941209,11
DM0497674,116.308221,40.066797,10
DM0497675,116.397713,39.855793,0
DM0497339,116.418771,40.033079,4
DM0441789,116.318591,39.972078,6
DM0356866,116.37932,39.937718,12
DM0441815,116.318591,39.972078,6
DM0441816,116.318591,39.972078,6
DM0447964,116.486604,39.898909,7
DM0447965,116.317793,39.974104,6
DM0447966,116.521437,39.82063,2
DM0447967,116.317793,39.974104,6
DM0447961,116.550375,39.912158,2
DM0447962,116.317793,39.974104,6
DM0447963,116.317793,39.974104,6
DM0447973,116.317793,39.974104,6
DM0447974,116.317793,39.974104,6
DM0447975,116.317793,39.974104,6
DM0447976,116.317793,39.974104,6
DM0447968,116.317793,39.974104,6
DM0447969,116.424671,39.995063,4
DM0447970,116.317793,39.974104,6
DM0447971,116.317793,39.974104,6
DM0447972,116.317793,39.974104,6
D200947,116.539196,40.09933,13
